Name,MinPrice,MaxPrice
Les Coloquintes,20,50
La Bergerie,35,35
Sur le Pont,38,77
Mandoobar,35,35
La Toupine,25,58
France et Fuchsias,35,82
Hostellerie Saint-Clément,33,92
L'Instant...,20,63
Clamato,45,45
Au Lion d'Or - Chez Théo,35,66
Côté Bistro,34,44
Le Bouchon Bourguignon,28,67
Épices et Tout,21,40
Chez Davia,60,60
Une Table à Deux,22,68
Le Gavrinis,25,60
Café Lavinal,29,57
L'Embellie,35,52
Auberge de l'Île,35,58
Au Bon Pichet,25,66
Cheval d'Or,50,50
Auberge de l'Abbaye,29,80
La Table,29,100
L'Hibiscus,35,42
L'Atelier Bistrot,15,45
Le Lisita,26,34
Ô en Couleur,30,78
Les Reflets,50,59
Bistrot des Roques,18,39
La Table d'Auzeville,27,70
Le Bourbon,19,65
L'Océanide,23,99
Pica Pica,25,50
L'Aigle d'Or,34,64
Le Bistro Urbain,24,47
Le Brézoune,20,65
Rhizome,21,43
Le Carillon,38,38
L'Émotion,17,58
SaQuaNa,22,55
Ti-Coz,35,65
Auberge des Tilleuls,26,34
Au Coin des Halles,35,72
Auberge La Camarette,38,38
Sodade,35,73
Le Clos Monteils,22,58
La Table d'Inomoto,18,42
L'Oseille,32,57
Les Plaisirs,34,34
Auberge de Port Vallières,24,75
Arkadia,21,47
Le Bistrot de Berne,35,49
Winstub À Côté,30,48
Voyages des sens,22,70
Ô Saveurs,34,59
Les Flots,32,60
La Chaize Gourmande,21,35
Kokoro,26,59
Bistrot Gourmand,46,46
La Fleur de Sel,35,82
L'Arlatan,50,50
Le Jardin,22,66
Bistrot Constant,25,39
La Colombe,35,70
La Toile à Beurre,25,60
Iida-Ya,23,95
L'Interprète,23,55
Le Vioben,25,86
La Forêt,19,70
Quai 17,35,65
La Croix d'Or,18,50
Au Bon Accueil,37,85
Lai'Tcha,41,41
Le Moulin Fouret,34,64
Les Quatre Saisons,32,32
Le Capucin Gourmand,35,70
Restaurant Anne & Matthieu Omont,35,85
Bistrot des Anges,35,99
La Poule d'Or,44,44
L'Auberge du Pas de Vent,15,55
Le Théâtre,28,65
Bistrot RG,30,30
La Petite Ourse,19,25
Au Pont du Corbeau,34,55
Balsamique,35,44
Auberge du XIIème Siècle,34,78
L'Atelier L'Art des Mets,20,55
Auberge des Aryelets,35,35
Arbequina,19,48
L'Équilibre,27,56
Le Bistro d'en Face,29,36
L'Auberge - Les Sources de Cheverny,42,42
Le Coq d'Or,27,60
Mets et Vins,27,58
Les Grands Arbres - Verte Vallée,22,58
La Télécabine,27,75
La Pointe du Cap Coz,35,120
Chai l'amère Kolette,20,65
L'Aubépine,25,52
Ô Moulin,35,71
Côté Bastide,30,37
Le Vauban,35,58
L'As des Neiges,34,55
La Capitelle,20,44
La Table de Léo,35,44
Jouvence,25,55
1er Mets,35,53
Au Fil des Saisons,32,69
Chez Michel,32,38
Le Saint Joseph,38,38
Le Patio by Lou Caléou,25,68
Chez Mon Jules,34,59
Le Gantxo,33,47
Winstub Arnold,25,66
L'Oustalet Maïanen,35,60
La Corniche,35,80
Le Clos aux Roses,20,60
Bistrot du Pollet,32,45
Au Raisin d'Or,17,53
Restaurant de la Gare,22,70
Le Bistrot d'à Côté,18,57
Le Colvert,18,60
Madame,24,55
Bistrot Louise,35,69
Auberge La Gaillotière,20,33
L'Espérance - Stéphane Carbone,25,54
Le Pélican,32,55
La Table d'Antoine,35,79
Le Bon Accueil,35,48
L'Atelier,38,77
Café A,35,49
Aux Trois Pastoureaux,34,65
Akashon,34,65
L'Assiette au Jardin,35,50
Le Médiéval,17,36
La Table des Armaillis,34,69
Le Bistrot Pontarlier,35,50
La Ruche,28,39
A Mandria di Pigna,35,65
Côté Saisons,35,45
Au Bon Accueil,23,63
L'Évidence,27,49
Cheval Blanc,32,57
L'Espérance,39,75
O'Plaisir des Sens,35,85
Le Beaujolais,21,60
Auberge du Prieuré Normand,35,65
Le Jean Moulin,29,41
Auberge des Deux Magots,25,55
L'Artichaut,28,44
L'Alicanta,32,42
Côté Saveurs,24,66
Hostellerie d'Héloïse,35,55
Le Vert d'O,35,60
L'Épicurien,23,59
Auberge Pyrénées Cévennes,38,75
Le Malu,22,45
La Fleur de Sel,35,78
Racines,25,42
La Merenda,44,44
Le Rabelais,32,50
Abri Soba,40,40
L'Auberge,20,49
Nino,32,42
Les Petits Parisiens,29,83
Ahizpak Le Restaurant des Sœurs,32,32
La Ferme du Vert,50,50
Le Tiroir,25,49
La Safranière,32,43
Le Cerisier,34,70
L'Angle Saint-Laurent,25,59
Substrat,27,48
Auberge La Grange aux Loups,34,56
La Table du Fleuve,34,34
Restaurant Dimofski,33,95
Les Tables d'Augustin,22,49
La Poutre,35,111
Saku Restaurant,22,50
L'Auberge du Laminak,20,50
Un Grain de Saveur,34,95
Auberge de Combes,26,65
Bistrot DuPont,19,67
La Table 2 Julien,45,45
Le Chardonnay,19,52
52 Faubourg St-Denis,57,57
Au Petit Relais,24,115
O2C,24,47
Le Réciproque,25,48
Le Quai,24,60
Les Arpents,26,52
La Vierge,22,40
L'Affranchi,35,47
Auberge du Pont,22,70
Le Tilleul de Sully,33,44
Le Poisson d'Avril,22,60
Kisin,30,45
La Pie qui Couette,60,60
Le Garriane,20,55
Auberge de la Roche,24,55
Le Bac à Traille,35,50
La Flèche d'Argent,25,79
Le Carré de l'Ange,24,59
Bistrot St-Sauveur,35,38
Au Petit Vatel,24,54
Le Terminus,23,68
Paris Méditerranée,35,50
Fine Gueule,35,55
Le Paris-Brest,35,61
Le St-Georges,33,66
Saveurs de l'Abbaye,20,55
L'Arôme,32,32
Le Bréard,34,72
Coteaux et Fourchettes,28,82
La Cour de Ferme,42,42
Auberge des Chenets,33,70
Bistrot Saveurs,25,80
Mensae,27,57
À la Route d'Argent,21,49
Zen,24,82
Sellae,22,60
Bistrot d'Antoine,44,44
Maison Joanto,29,42
Le Grapiot,35,62
Côté Sud,28,65
Zest,22,54
La Rochette,19,70
Art'zain,34,57
Auberge Le Centre Poitou,34,95
Agastache,25,42
Hito,20,48
Restaurant du Dauphin,23,85
Auberge La Baquère,34,50
Chez Guy,32,35
20 Eiffel,35,65
La Clé des Champs,35,58
L'Envers du Décor,35,60
La Table d'Angèle,24,66
Le Soubise,28,55
La Table de Pablo,33,50
Air Accueil,35,65
Bistrot la Coulemelle,34,55
Impérial Choisy,50,50
Atmosphère,30,110
Le Radis Beurre,39,54
La Griotte,29,50
La Loge Bertin,34,34
Comptoir Breizh Café,35,35
Insens,22,68
L'Esberit,25,64
Zorn - La Petite Auberge,36,61
Le 62,18,47
Café de la Fontaine,45,45
La Tête au Loup,32,49
L'Éden,29,85
La Part des Anges,21,54
Les Résistants,19,45
Le Canut et les Gones,24,35
Lou Pinatou,32,54
Le Bouche à Oreille,29,50
PY,25,35
Au Plaisir Ambré,36,60
Le Toi du Monde,35,58
Le Central,35,65
Les Petits Princes,39,50
Flocon,61,61
Le Pantruche,38,38
Double Dragon,40,40
Le Kitchen,25,33
La Chaumière,25,65
Le Muratore,29,57
Le Comptoir de La Butte,33,58
Le Saint-Honoré,34,56
L'Amandier,33,52
Les Arômes,34,70
Bistrot des Hauts de Loire,39,59
Le P'tit Goustan,25,72
La Table d'Hôtes,34,60
Chez les Anges,37,85
La Dariole,31,36
Histoire Ancienne,25,50
Le Mail,27,61
Auberge des Granges,45,100
Au Colombier,34,74
Bird,32,32
Manoir de la Pommeraie,35,49
Auberge Metzger,28,70
Au Ptit Bistrot,19,40
La Méditerranée,37,90
Les Épices Curiens,34,56
Le Margote,34,45
Bistrot Lucien,28,73
Les Templiers,22,60
En Cuisine,35,48
M Restaurant,32,44
L'Araignée Gourmande,22,70
Le Grand Bain,45,45
Italie là-bas,34,120
Le Pré St-Jean,35,80
Cook'in,24,48
La Ferme du Poulet,22,99
L'Auberge des Montagnes,30,57
Mamagoto,26,52
Le Montcenis,26,65
Le Rochetoirin,29,50
Le Dauphin,27,70
Hostellerie du Prieuré,16,89
Le Casse Noix,37,39
La Maison Carrier,35,75
Le P'tit Rouquin,19,45
Le Pressoir de Bacchus,34,66
L'Eau d'Oust,19,109
Le Bistrot de Villedieu,35,65
Le Bois des Mûres,24,55
La Réserve du Presbytère,27,46
Perle des Vosges,21,69
Le Cygne,34,58
La Gazette,28,58
Mokko,38,44
La Table d'Aimé,34,39
L'Ô à la Bouche,30,45
Le Clos Perché,38,51
La Table de Catusseau,23,66
L'Arche de Meslay,25,70
Le Cottage,32,55
Vidal,32,95
La Maison de Celou,23,55
Simple et Meilleur,35,71
Cartouches,22,55
Kalamansi,21,51
Ar Maen Hir,19,49
Côté Jardin,35,46
La Ferme de la Haute Crémonville,33,55
Hôtellerie St-Jean,22,35
L'Aillet,23,45
Le Boudes La Vigne,34,60
La Table de Haute-Serre,35,110
Le Bistrot des Moines - Abbaye de la Bussière,33,45
Manger & Dormir sur la Plage,32,45
L'Arbre Vert,28,88
Auberge du Pont de la Zorn,32,50
La Belle Étoile,35,70
Pottoka,29,65
La Pomme d'Or,25,55
Au Relais des Ménétriers,18,65
Auberge le Nézil,35,43
Le Relais des Salines,38,38
La Tulipe Noire,22,80
La Plage de la Ribaudière,27,71
Le Vallon de Chérisy,35,70
Les Mets d'Adélaïde,41,51
L'Écureuil,18,51
Biscotte,39,51
Brigade du Tigre,50,50
Les Canailles Pigalle,39,65
Le Turenne,17,58
Comme Chez Maman,25,75
Le Tire Bouchon,21,72
Smørrebrød,20,65
Jeu de Quilles,22,32
Le Bastion,34,74
Les Quatre Saisons,36,72
Le Balcon,33,75
L'Ecuelle,18,75
L'Atelier Windsor,39,110
Brasserie des Jardins,39,60
Bistronome,39,85
Dahm,17,86
Two 6 Two,39,106
K restaurant,39,75
Bonifas,16,74
Kamakura,18,85
Parc Le'h,23,79
La Cantine du Châtelet,33,105
Nulle Part Ailleurs,39,59
Les Caves Gourmandes,23,65
CCnomie,30,70
Les Deux Maisons,39,90
La Charcuterie,50,50
Rooselaer,30,76
Le Bistrot des Saveurs,30,75
La Cour de la Reine,39,60
De Vous à Nous,28,59
La Gloriette,29,75
Tero,19,40
Père et Mère,21,60
Arti'Choc,39,72
La Table de la Manufacture Urbaine,25,80
L'Embellie,33,81
Au Petit Château,30,86
Lucana,39,70
Brasserie de l'Expo,60,60
abCd,30,65
l'Apropos,33,53
L'O de Source,41,60
Au gré des Saisons,20,51
Locàle by Kok au Vin,70,70
La Maison Thai,35,64
Le P'tit Gaby,37,79
Station 3,22,38
Olijfboom,23,64
Des Ardennes,23,70
Gaston Vouzote,14,60
Mamy Louise,60,60
Le Coin des Saveurs,35,60
Le Barathym,30,39
Mon Fou de Mari,55,55
Plat préféré,39,60
Masu,37,45
Le Petit-Fils,39,50
Chermanne,37,65
Le 13,29,89
La Brasserie de la Gare,15,60
Au Cœur de Lacuisine,33,68
L'Incontournable,39,57
Les Potes au Feu,42,75
La Cuisine de Yannick,15,40
L'Ôthentique,26,80
Tou.Gou,55,55
Toucan,18,39
La Métairie,39,70
Il était une fois...,18,56
Chez Chen,21,66
Refter,39,102
Wagon Léo,37,98
Car Bon,15,40
Cul de Poule,25,60
Amu,25,75
Trattoria Bazalia,39,65
de Lieve,26,75
Au Tour du Vin,20,75
Chez Louis,24,63
Biestro H-eat,39,70
Le Faitout,39,70
Les Terrasses de l'Our,39,67
InVINcible,25,75
Le Moulin,36,90
La Chapellerie,39,60
L'Entre D'Eux,39,60
La Branche d'Olivier,38,84
Gasthof 't Hommelhof,45,62
Appel Thaï,60,60
Le Bistrot d'en Face,19,55
Bienvenue,39,82
Les Petits Oignons,39,65
Ciro's,39,73
Maza'j,35,100
La Brouette,29,60
l'Epicurien,25,48
Osteria Bolognese,45,45
La Table de Manon,39,91
Les Fines Gueules,25,58
Terminus,13,100
Brasserie de la Patinoire,18,58
Cœur de Bœuf,39,70
Saint Boniface,12,55
Cadre Culinaire,24,60
Epices et Nous,39,75
JB,25,80
La Taverne de Rochehaut,30,54
Den Duyventooren,23,66
Clos des Récollets,39,89
Tero,43,43
Magnific,39,85
Le Mucha,34,42
La Taperia,30,35
Gastrobar Hop,28,50
Schnitzel,37,49
Villa Singha,19,39
La Bru'sserie,65,105
Les Eleveurs,45,145
Assiette Blanche,26,65
Le Victor,31,39
Kok Sur Mer,33,82
La Table du Boucher,39,155
Bún,27,62
De Farmasie,39,73
Ni Shifu,27,70
La Petite Gayole,27,70
Les Potes en Toque,39,62
De Maurice à Olivier,22,62
Au Dos de la Cuillère,28,45
Comptoir de l'Eau Vive,39,65
Felicità,25,76
Royal H.-Bonhomme,37,65
Bell'Arrivo,60,60
Tapa Ti,23,70
dis-moi où ?,30,60
De Kruidenmolen,45,67
Bistro Mathilda,49,72
Noï,16,63
Robertissimo,41,47
Au Filet de Sole,39,75
Faraya,26,35
La Broche,24,55
French Kiss,29,65
Brasserie N4,38,63
Le Coq en Pâte,18,52
L'O à la Bouche,30,70
De Huifkar,30,76
L'Echappée Belle,29,50
Ferme des 4 saisons,39,70
Frédéric Maquin,25,59
Le Danieli,19,55
Le Charme de la Semois,26,80
Michel,30,70
Borse van Amsterdam,39,60
Le Tournant,30,65
l'Amitié,33,55
Sel et Poivre,39,75
Maru,70,70
De Gebrande Winning,27,59
5 Flavors Mmei,32,120
Sel et Poivre,39,65
Maison du Luxembourg,35,75
Casa Santo Antônio,190,190
Nit,150,150
Brasserie Victória,120,120
TonTon,55,150
Manioca,190,190
Charco,190,190
Le Bife,42,190
Miam Miam,49,160
Petí Panamericana,47,50
Cepa,30,120
Mocotó,110,110
Più,72,180
Corrutela,110,120
Maria e o Boi,39,165
Ama.zo,140,140
Tordesilhas,120,300
Balaio IMS,110,110
Kith 2º Andar,150,150
Zena Caffè,150,150
Pici Trattoria,42,180
Banzeiro,145,145
Tanit,178,178
Petí Gastronomia,47,50
Fitó,48,130
Komah,50,175
Lilia,54,54
Piccolo,57,250
Arturito,200,200
Bio,130,130
A Baianeira,40,200
Didier,49,250
Artigiano,86,298
Barú Marisquería,120,120
Ecully - Perdizes,180,180
Mimo,46,230
A Casa do Porco,130,130
Più Iguatemi,72,180
Bistrot de Paris,220,220
AE! Cozinha,49,118
Szóstka,180,180
Fiorentina,175,290
Zazie,41,95
Butchery & Wine,235,235
alewino,156,156
