,restaurante,puntuacion
2453,"Une Table, au Sud","4,5"
2454,Saisons,"4,6"
2455,Le Carmin,"4,1"
2456,Sola,"4,7"
2457,La Table de Philippe Girardon,"4,9"
2458,Auberge St-Laurent,"4,7"
2459,Auberge au Bœuf,"4,7"
2460,Ambroisie,"4,7"
2461,L'Épuisette,"4,7"
2462,Ogata,"4,2"
2463,La Liégeoise,"4,6"
2464,Accents Table Bourse,"4,7"
2465,Le Jardin Secret,"4,6"
2466,Michel Sarran,"4,8"
2467,Buerehiesel,"4,6"
2468,Au Déjeuner de Sousceyrac,"4,5"
2469,1741,"4,6"
2470,Au Crocodile,"4,7"
2471,Le Cénacle,"4,6"
2472,Noni,"4,8"
2473,De Mondion,"4,8"
2474,Under Grain,"4,7"
2475,Fernandõ Gastrotheque,"4,7"
2476,Bahia,"4,7"
2477,ION Harbour by Simon Rogan,"4,6"
2478,[aend],"4,6"
2479,APRON,"4,8"
2480,Pramerl & the Wolf,"4,7"
2481,Edvard,"4,5"
2482,The Glass Garden,"4,8"
2483,Esszimmer,"4,8"
2484,Kilian Stuba,"4,7"
2485,Pfefferschiff,"4,7"
2486,Kanazawa,"4,9"
2487,Loco,"4,7"
2488,Midori,"4,6"
2489,Fifty Seconds,"4,8"
2490,Euskalduna Studio,"4,8"
2491,Pedro Lemos,"4,7"
2492,A Cozinha,"4,8"
2493,Kabuki Lisboa,"4,5"
2494,Lab by Sergi Arola,"4,8"
2495,Feitoria,"4,7"
2496,Antiqvvm,"4,7"
2497,Mesa de Lemos,"4,8"
2498,William,"4,5"
2499,Al Sud,"4,8"
2500,CURA,"4,8"
2501,Gusto by Heinz Beck,"4,8"
2502,Fortaleza do Guincho,"4,7"
2503,Le Monument,"4,8"
2504,Vila Foz,"4,6"
2505,EPUR,"4,7"
2506,G Pousada,"4,8"
2507,Vistas Monte Rei,"4,9"
2508,Bon Bon,"4,7"
2509,A Ver Tavira,"4,2"
2510,100 Maneiras,"4,4"
2511,Eleven,"4,4"
2512,LeMontBlanc,"4,5"
2513,Eatanic Garden,"4,6"
2514,Kojacha,"4,4"
2515,L'Amant Secret,"4,7"
2516,Exquisine,"4,5"
2517,Sushi Matsumoto,"4,1"
2518,Myomi,"4,2"
2519,Solbam,"4,8"
2520,Onjium,"4,7"
2521,Bicena,"4,4"
2522,L'Amitié,"4,5"
2523,7th Door,"4,6"
2524,YUN,"4,9"
2525,HANE,"4,4"
2526,Soseoul Hannam,"4,5"
2527,Goryori Ken,"4,4"
2528,Restaurant Allen,"4,5"
2529,Mitou,"4,8"
2530,Muoki,"4,7"
2531,Pierre Gagnaire,"4,5"
2532,Muni,"4,6"
2533,Zero Complex,"4,4"
2534,Evett,"4,5"
2535,Sushi Sanshin,"4,5"
2536,Yakitori Torisen,"5,0"
2537,Higashiyama Yoshihisa,"4,6"
2538,Kodaiji Jugyuan,"4,6"
2539,Fushimimachi Kakoiyama,"4,8"
2540,Sushi Ohata,"4,6"
2541,Utsubohommachi Gaku,"4,4"
2542,Sui Oya,"4,7"
2543,Konoha,"4,6"
2544,Droit,"4,8"
2545,Shuhaku,"4,3"
2546,Sushi Kappo Nakaichi,"4,5"
2547,Mirei,"4,3"
2548,Sushi Minazuki,"4,4"
2549,Vena,"4,6"
2550,Iwaki,"4,6"
2551,Aji Fukushima,"4,6"
2552,Kyoboshi,"4,5"
2553,Oryori Yamada,"4,6"
2554,Ayamuya,"4,0"
2555,Tozentei,"4,8"
2556,Oryori Mashita,"4,2"
2557,P greco,"4,3"
2558,MOTOÏ,"4,5"
2559,NAKATSUKA,"4,4"
2560,Nishitemma Nakamura,"4,6"
2561,Nishino,"4,7"
2562,La Lucciola,"4,3"
2563,Yakitori Ichimatsu,"4,4"
2564,Temmabashi Fujikawa,"4,5"
2565,Kitashinchi Fukutatei,"4,3"
2566,Reine des prés,"4,6"
2567,Kappo Hassun,"4,4"
2568,Kokyu,"4,5"
2569,Nakazen,"4,6"
2570,Sushi Yuden,"4,6"
2571,Sushi Murakami Jiro,"4,3"
2572,Teruya,"4,7"
2573,Sumibi Kappo Ishii,"4,5"
2574,IDÉAL bistro,"4,2"
2575,Godan Miyazawa,"4,7"
2576,La Baie,"4,6"
2577,TEMPURA HANAGATAMI,"4,4"
2578,Nishijin Fujiyoshi,"4,8"
2579,Unkaku,"4,3"
2580,nent,"4,2"
2581,Naniwakappo NOBORU,"4,6"
2582,Honke Tankuma Honten,"4,2"
2583,Hiramatsu Kodaiji,"4,5"
2584,Chi-Fu,"4,2"
2585,Mokubei,"4,7"
2586,HANA-Kitcho,"4,4"
2587,Gion Mamma,"4,6"
2588,Uozuya,"4,4"
2589,Shimogamo Saryo,"4,4"
2590,Kako Okamoto,"4,6"
2591,capi,"4,4"
2592,Yunagibashi Takoyasu,"4,3"
2593,Pierre,"4,4"
2594,Kanamean Nishitomiya,"4,5"
2595,Kinobu,"4,4"
2596,Bini,"4,1"
2597,Maison Tateru Yoshino,"4,5"
2598,Alarde,"4,5"
2599,Torisaki,"4,6"
2600,Kiyama,"4,6"
2601,Rakushin,"4,6"
2602,Ichijoji Norihide,"4,6"
2603,Gosho Iwasaki,"4,4"
2604,La casa TOM Curiosa,"4,5"
2605,Terada,"4,5"
2606,Oryori Horikawa,"4,7"
2607,Ajikitcho Bumbuan,"4,3"
2608,agnel d'or,"4,6"
2609,Kaishoku Shimizu,"4,2"
2610,Yonemasu,"4,3"
2611,Kyoryori Fujimoto,"4,4"
2612,Sushi Hoshiyama,"4,2"
2613,ORIGIN,"4,0"
2614,cenci,"4,5"
2615,Jiki Miyazawa,"4,6"
2616,ad hoc,"4,7"
2617,YUNiCO,"4,5"
2618,Masuda,"4,4"
2619,MUNI ALAIN DUCASSE,"4,5"
2620,Nishishinsaibashi Yuno,"4,7"
2621,Gion Okada,"4,6"
2622,MUNI LA TERRASSE,"4,5"
2623,Chugokusai S.Sawada,"3,7"
2624,Enyuan Kobayashi,"4,8"
2625,Différence,"4,5"
2626,Okina,"4,3"
2627,Torisho Ishii,"4,3"
2628,Higashichaya Nakamura,"4,5"
2629,Gokomachi Tagawa,"4,7"
2630,Kamigamo Akiyama,"4,5"
2631,Muromachi Wakuden,"4,4"
2632,Sushi Rakumi,"4,7"
2633,Sushiroku,"4,6"
2634,Sushidokoro Amano,"4,3"
2635,Kentan Horibe,"4,5"
2636,La Bécasse,"4,5"
2637,AKAI,"4,3"
2638,Hiraishi,"4,6"
2639,Gion Fukushi,"4,8"
2640,Shinchi Yamamoto,"4,6"
2641,KOKE,"4,7"
2642,il Centrino,"4,6"
2643,Funaokayama Shimizu,"5,0"
2644,Shintaro,"4,3"
2645,Tempura Mizuki,"4,6"
2646,Shunsenwaraku Sanai,"4,7"
2647,La Biographie···,"4,4"
2648,Ayanokoji Karatsu,"4,9"
2649,Kawahara,"4,6"
2650,Noguchi Tsunagu,"4,1"
2651,Oimatsu Kitagawa,"4,2"
2652,Herdade do Esporão,"4,6"
2653,Field,"4,6"
2654,La Degustation Bohême Bourgeoise,"4,6"
2655,Kinoshita,"4,6"
2656,Evvai,"4,9"
2657,Mee,"4,4"
2658,Cipriani,"4,9"
2659,Maní,"4,8"
2660,Jun Sakamoto,"4,5"
2661,Huto,"4,6"
2662,Kan Suke,"4,6"
2663,Picchi,"4,5"
2664,Lasai,"4,9"
2665,Istok,"4,4"
2666,Iva New Balkan Cuisine,"4,7"
2667,Baan Suan Lung Khai,"4,5"
2668,Khanom Jeen Pradok Ban Kru Yod,"4,4"
2669,View Mun,"4,4"
2670,Aunglo by Yangrak,"4,6"
2671,Ann Tha Din Daeng,"4,3"
2672,Khun Jaeng Guay Tiew Pak Mor Kao Wang,"4,3"
2673,Jun Hom,"4,0"
2674,Magnolia Café,"4,5"
2675,Fried Banana Rama 5,"4,4"
2676,Hong Khao Tom Pla,"4,4"
2677,Somsak Pu Ob (Charoen Rat),"4,3"
2678,Choy (Phuttha Monthon Sai 2),"4,3"
2679,Por. Pochaya,"4,6"
2680,Takola,"4,3"
2681,Burapa,"4,4"
2682,100 Mahaseth (Si Phraya),"4,5"
2683,Baan Landai,"4,6"
2684,Aunt Aoy Kitchen,"3,9"
2685,Jok Guay Jab Tom Sen Bat Queue,"4,3"
2686,Kaeng Pa (Loong Sa-Nga),"4,4"
2687,Elvis Suki (Soi Yotse),"4,1"
2688,Pa Lek Boat Noodles,"4,0"
2689,Jidori Cuisine Ken,"4,3"
2690,A Pong Mae Sunee,"4,6"
2691,Som Tum Jinda,"4,3"
2692,Dan Chicken Rice (San Sai),"4,6"
2693,Krua Boonlert Bangpu,"4,2"
2694,Watsana Khao Man Gai,"4,1"
2695,Ta Tuay,"4,4"
2696,Somtum Khun Kan,"4,4"
2697,Naam Yoi,"4,5"
2698,Rung Rueang Pork Noodle,"4,4"
2699,Krua Praya Phuket,"4,6"
2700,Sam Chong Seafood,"4,2"
2701,Samuay & Sons,"4,3"
2702,Krua Kao Kuk,"4,4"
2703,Baan Pee Lek,"4,2"
2704,Baan Pang Hom,"4,0"
2705,Mok,"4,7"
2706,Madam Pahtehh (Tumruat),"4,4"
2707,Roti Sai Mai Mae Pom (Mother's Branch),"4,4"
2708,Roti Chaofa,"4,5"
2709,Rasik Local Kitchen,"4,6"
2710,Kapi Sator,"4,5"
2711,Han Thueng Chiang Mai,"4,2"
2712,Lucky Restaurant,"4,5"
2713,Rote Yiam Beef Noodle (Saeng Tawan),"3,8"
2714,Ekachan,"4,7"
2715,Mu Krop (Chi Hong),"4,8"
2716,Khon Kaen Grilled Pork Neck,"4,5"
2717,Huan Soontaree,"4,3"
2718,Beer Hima (Prachachuen),"4,4"
2719,The Charm Dining Gallery,"4,6"
2720,Tu Kab Khao,"4,2"
2721,Guay Tiew Khua Gai Suanmali,"4,4"
2722,Khao Soi Mae Sai,"4,5"
2723,K. Panich,"4,5"
2724,Huen Muan Jai,"4,3"
2725,Tumkratoei Sagate,"4,6"
2726,Baan Heng,"4,4"
2727,Maadae Slow Fish Kitchen,"4,5"
2728,One Chun,"4,4"
2729,Chom Chan,"4,4"
2730,Sanyod (Sathon-Bang Rak),"4,1"
2731,Pad Thai Fai Ta Lu (Dinsor Road),"4,2"
2732,Baan Ta Ko Rai,"4,3"
2733,Khaotom Chedi,"4,1"
2734,Tek Heng Mee Krob Jeen Lee,"4,1"
2735,Lab Somphit,"4,5"
2736,Thai Niyom,"4,2"
2737,Go Neng (Wichayanon),"3,9"
2738,Thien Duong,"4,0"
2739,Penlaos,"4,1"
2740,Tonfon Bistro,"4,2"
2741,Lung Khajohn Wat Ket,"4,5"
2742,Tue Ka Ko Na Prince,"4,1"
2743,Toh-Daeng by Baan Ar-Jor,"4,7"
2744,Hong Seng Pochana,"4,3"
2745,Krua Kampan Khao Yai,"4,1"
2746,Indochine,"4,1"
2747,Mook Manee,"4,2"
2748,Nong Rim Klong,"4,4"
2749,Kin Lookdeaw,"4,0"
2750,Samlor,"4,3"
2751,Tune In Garden,"4,8"
2752,Maan Muang,"4,4"
2753,Nai Ngieb (Phutthamonthon Sai 4),"4,2"
2754,Tarn Thong,"4,6"
2755,Prik-Yuak,"4,4"
2756,Mor Mu Dong,"4,4"
2757,Meena Rice Based Cuisine,"4,4"
2758,Saiyud and Doctor Sai Kitchen,"4,6"
2759,Kha Mu Boran (Kathu),"4,5"
2760,Here Hai,"4,4"
2761,Ruean Panya,"4,2"
2762,Chuan Chim,"4,1"
2763,S.B.L.,"4,2"
2764,Sawang Bami Kam Pu (Si Phraya),"4,0"
2765,Baan Benjarong Pai (The Crystal SB Ratchapruek),"4,3"
2766,Surf & Turf by Soul Kitchen,"4,7"
2767,Roti Pa Day,"4,3"
2768,Nai Muang,"4,0"
2769,Hia Wan Khao Tom Pla,"4,4"
2770,Sanpakoi Kanomjeen,"4,4"
2771,Guay Jub Chang Moi Tat Mai,"4,5"
2772,Khao Tom Thanon Di Buk,"4,4"
2773,Go Benz,"4,4"
2774,Chai Phochana,"4,4"
2775,Khao Soi Lung Prakit Kad Kom,"4,5"
2776,Krua Lawng Khao,"4,4"
2777,Gorjan,"4,2"
2778,Lim Lao Ngow (China Town),"4,3"
2779,Guay Jub Mr. Jo,"4,4"
2780,Ruanthai Kungpao,"4,2"
2781,Busarin Cuisine,"4,7"
2782,Peng Duck Noodles,"4,3"
2783,Pae Pochana,"4,4"
2784,Agave,"4,5"
2785,Baan Ton Sai,"4,3"
2786,Chang-Wang-Imm,"4,2"
2787,ťazal,"4,8"
2788,Beirut Sur Mer,"4,5"
2789,Almayass,"4,4"
2790,Tensuke,"4,5"
2791,Bistro topology,"4,3"
2792,L'AS,"4,2"
2793,Teuchisoba Narutomi,"3,4"
2794,Teuchisoba Kikutani Sugamo Honten,"4,1"
2795,Chugokusai Zen Raku Bou,"4,0"
2796,HARU CHAN Ramen,"4,2"
2797,Katchar Batchar,"4,4"
2798,Tonkatsu Hinata,"4,3"
2799,Soba Osame,"4,4"
2800,TRATTORIA BUCA'MASSIMO,"4,4"
2801,Yakitori Kato,"4,4"
2802,Hamacho Kaneko,"4,2"
2803,jeeten,"4,1"
2804,Onigiri Asakusa Yadoroku,"4,2"
2805,Ginza Katsukami,"4,3"
2806,Marugo,"4,5"
2807,Ponchiken,"4,2"
2808,LANBRoA,"4,5"
2809,Los Reyes Magos,"4,3"
2810,Flowers & Spanish Sonrisa,"4,4"
2811,Ponta Honke,"4,2"
2812,Asakusa Hirayama,"4,3"
2813,Yakitori SANKA,"4,4"
2814,Ramen Break Beats,"4,3"
2815,Tonkatsu Narikura,"4,3"
2816,Tohakuan Karibe,"4,2"
2817,Sushidokoro Shigeru,"4,4"
2818,Chukasoba Nishino,"4,3"
2819,TROMPETTE,"4,6"
2820,IRUCA TOKYO,"4,1"
2821,Edosoba Hosokawa,"3,6"
2822,ROZZO SICILIA,"4,1"
2823,Hatsuogawa,"4,2"
2824,Le cabaret,"3,8"
2825,Seki Hanare,"4,2"
2826,Pizzeria Bella Napoli,"4,0"
2827,SOBAHOUSE KONJIKI HOTOTOGISU,"4,1"
2828,Mejiro Shunkotei,"4,0"
2829,SUSHI KOURIN,"4,1"
2830,Le Monde Gourmand,"4,3"
2831,L'AMITIE,"4,5"
2832,Les Copains de DOMINIQUE BOUCHET,"4,3"
2833,Tonkatsu Nanaido,"4,6"
2834,T'astous,"4,4"
2835,Setagaya Chukasoba Soshigaya Nanachome Shokudo,"4,0"
2836,SEIJOSEIKA,"4,3"
2837,Tachigui Sushi Tonari,"4,0"
2838,Yoshoku Wine Fritts,"4,3"
2839,Ma Cuisine,"4,8"
2840,anikò,"4,4"
2841,Yakitori Abe,"4,5"
2842,Japanese Ramen Gokan,"4,3"
2843,SHIROKANE chez tomo Natural Cuisine,"4,4"
2844,Washokuya Taichi,"4,7"
2845,Kuhara,"4,5"
2846,Tempura Kakiage Yukimura,"4,3"
2847,CRAZY PIZZA at SQUARE,"3,6"
2848,HOPPERS,"4,5"
2849,Hibino Chukashokudo,"4,2"
2850,Katsuo Shokudo,"4,0"
2851,Osteria da K. [káppa],"4,3"
2852,Ramenya Toy Box,"3,8"
2853,L'INSIEME,"4,3"
2854,Chukasoba Ginza Hachigou,"4,3"
2855,Sobamae Nagae,"4,1"
2856,Soba Tajima,"4,4"
2857,Sosakumenkobo NAKIRYU,"4,3"
2858,Chukasoba KOTETSU,"4,2"
2859,Sennomago,"4,1"
2860,Nakano Chuka ! Sai,"4,1"
2861,Mejiro Zorome,"4,1"
2862,Shinjiko Shijimi Chukasoba Kohaku,"4,3"
2863,King Seimen,"4,2"
2864,ARROCERÍA La Panza,"4,4"
2865,Yuge,"3,4"
2866,Mono-bis,"3,8"
2867,DIALOGUE,"4,3"
2868,Arrocería Sal y Amor,"4,4"
2869,SANTOSHAM,"4,1"
2870,Kurobuta Tonkatsu Horiichi,"4,7"
2871,KYORIN,"4,1"
2872,Ochando,"4,8"
2873,Pementa Rosa,"4,7"
2874,Izakaya Tasca Japonesa,"4,9"
2875,Maskarada,"4,6"
2876,BaLó,"4,7"
2877,Hostal Colomí,"4,6"
2878,La Capilleta,"4,6"
2879,Villa Verde,"4,5"
2880,Cadelo,"4,7"
2881,Brots,"4,7"
2882,Mesón el Centro,"4,6"
2883,Abastos 2.0 - Mesas,"4,4"
2884,Sierra Quil'ama,"4,6"
2885,Can Ferrán,"4,4"
2886,Arrocería Maribel,"4,7"
2887,Aires de Doñana,"4,2"
2888,La Finca - Villa Xarahiz,"4,3"
2889,La Cantina de Diego,"4,6"
2890,Somiatruites,"4,4"
2891,Brigecio,"4,6"
2892,Blossom,"4,6"
2893,El Origen,"4,4"
2894,La Lechería,"4,7"
2895,Canteré,"4,6"
2896,Vapor Gastronòmic,"4,6"
2897,Forastera,"4,5"
2898,Deli,"4,4"
2899,Llantén,"4,3"
2900,Terraza Carmona,"4,6"
2901,Anaco,"4,9"
2902,La Fundición,"4,5"
2903,Cantina La Estación,"4,5"
2904,Blanqueries,"4,6"
2905,El Molín de Mingo,"4,6"
2906,Els Caçadors,"4,4"
2907,ConMimo,"4,7"
2908,A Xanela Gastronómica,"4,8"
2909,Platero & Co,"4,7"
2910,Tepic,"4,3"
2911,Atxa,"4,7"
2912,La Cocina de Ramón,"4,5"
2913,Can Xapes,"4,7"
2914,Prada a Tope,"4,5"
2915,La Cocina de Manuel,"4,6"
2916,Vinatea,"4,5"
2917,Vicus,"4,7"
2918,Lo Ponts,"4,5"
2919,Mesón del Pastor,"4,4"
2920,Mar de Esteiro,"4,2"
2921,El Racó de Pere i Pepa,"4,6"
2922,Daluan,"4,8"
2923,La Salinera,"4,3"
2924,Nardi,"4,6"
2925,Taberna Úbeda,"4,5"
2926,Lalola de Javi Abascal,"4,5"
2927,Avanico,"4,4"
2928,Terra Olea,"4,8"
2929,El Merca'o,"4,3"
2930,La Vasca,"4,6"
2931,Tabula Rasa,"4,8"
2932,Morro Tango,"4,7"
2933,Azafrán,"4,6"
2934,Dos Cuiners,"4,6"
2935,Casa Albets,"4,3"
2936,Terra Palencia,"4,7"
2937,La Montería,"4,5"
2938,O Balado,"4,9"
2939,Kàran Bistró,"4,8"
2940,Cuzeo,"4,6"
2941,Farragua,"4,8"
2942,El Recetario,"4,4"
2943,Mesón Nelia,"4,3"
2944,Pan de Cuco,"4,3"
2945,Frisone,"4,6"
2946,Villa de Oro,"4,5"
2947,A Viaxe,"4,7"
2948,Berdó,"4,6"
2949,Lavedán,"4,8"
2950,Tres por Cuatro,"4,5"
2951,La Tarara,"4,6"
2952,La Meancera,"4,8"
2953,Sisapo,"4,7"
2954,La Cava d'en Sergi,"4,5"
2955,Café de Altamira,"4,4"
2956,A Maceta,"4,6"
2957,La Era de los Nogales,"4,7"
2958,Hostería Calvo,"4,6"
2959,Casa Toni,"4,4"
2960,Agua Salada,"4,6"
2961,La Alquería,"4,7"
2962,Casa Barqueiro,"4,4"
2963,Juan Mari,"4,5"
2964,Az-Zait,"4,6"
2965,El Molino,"4,2"
2966,El Rinconcico,"4,4"
2967,A Horta d'Obradoiro,"4,7"
2968,Granero,"4,6"
2969,Casa Bigote,"4,6"
2970,Umma,"4,5"
2971,Vinoteca Moratín,"4,7"
2972,Casa Mané,"4,5"
2973,Can Poal,"4,7"
2974,El Cel de les Oques,"4,5"
2975,Alma Ezequiel Montilla,"4,8"
2976,Casa Arcas,"4,7"
2977,Berbena,"4,8"
2978,Casa Marco,"4,7"
2979,La Martina,"4,6"
2980,2 Estaciones,"4,6"
2981,Hostal Jaumet,"3,9"
2982,La Taberna de Mike Palmer,"4,2"
2983,Perro Limón,"4,7"
2984,La Barra de Kaymus,"4,1"
2985,es.TABLE,"4,5"
2986,Treze,"4,5"
2987,Can Boix,"4,5"
2988,La Teja Azul,"4,4"
2989,Bolívar,"4,4"
2990,Elías,"4,5"
2991,Zabala,"4,2"
2992,Aimia,"4,5"
2993,Olea Comedor,"4,6"
2994,Huerto Martínez,"4,6"
2995,El Espejo,"4,4"
2996,Antoni Rubies,"4,4"
2997,A Taberna do Trasno,"4,5"
2998,La Posada de Águeda,"4,4"
2999,El Racó,"4,7"
3000,El Jardín de la Sal,"4,4"
3001,Furancho La Zapatería,"4,6"
3002,L'Algadir del Delta,"4,5"
3003,Verat,"4,6"
3004,El Montañés,"4,6"
3005,La Gruta,"4,7"
3006,Trasiego,"4,6"
3007,Es Terral,"4,6"
3008,Taberna Recreo,"4,7"
3009,La Taberna de Almodóvar,"4,5"
3010,Almanaque Casa de Comidas,"4,4"
3011,San Sebastián 57,"4,6"
3012,El de Alberto,"4,8"
3013,Nairod,"4,5"
3014,Quinqué,"4,6"
3015,Finca Alfoliz,"4,6"
3016,Artabria,"4,6"
3017,La Cuchara de San Lorenzo,"4,7"
3018,Avenir,"4,8"
3019,Asador Gonzaba,"4,4"
3020,Eximio by Fernando Martín,"4,7"
3021,Al Margen,"4,3"
3022,Quatre Vents 3.0,"4,4"
3023,Gala,"4,6"
3024,El Cigró d'Or,"4,4"
3025,Bacira,"4,6"
3026,Iwasaki,"4,9"
3027,Sobretablas,"4,6"
3028,Santé,"4,5"
3029,Existe,"4,7"
3030,Terreo Cocina Casual,"4,9"
3031,Mas Concas,"4,5"
3032,El Aguarde,"4,4"
3033,Arrieros,"4,6"
3034,Saó,"4,7"
3035,Morrofino,"4,7"
3036,Komfort,"4,4"
3037,Ca´n Boqueta,"4,5"
3038,Mesón Sabor Andaluz,"4,7"
3039,Brel,"4,3"
3040,Kimtxu,"4,5"
3041,Vivanda,"4,4"
3042,Le Bistrot Gastronómico,"4,7"
3043,Miceli,"4,8"
3044,Pau,"4,5"
3045,Juan Veintitrés,"4,7"
3046,El Equilibrista 33,"4,6"
3047,Del Oso,"4,7"
3048,Rubén Miralles,"4,8"
3049,Natxo Sellés,"4,7"
3050,Frank,"4,6"
3051,Arotxa,"4,7"
3052,La Sartén,"4,6"
3053,12 Tapas,"4,5"
3054,El Envero,"4,5"
3055,Mesón Octavio,"4,6"
3056,Pacífico,"4,6"
3057,Las Tortillas de Gabino,"4,5"
3058,Becook,"4,5"
3059,Bichopalo,"4,4"
3060,Tasca Silbo Gomero,"4,7"
3061,Cruix,"4,6"
3062,Los Sentidos,"4,8"
3063,Roc´n´Cris,"4,6"
3064,Pampín Bar,"4,5"
3065,Casa el Tio David,"4,6"
3066,El Buey,"4,6"
3067,Las Termas,"4,8"
3068,Asador La Chumbera,"4,7"
3069,La Bola de Jorge Bosch,"4,5"
3070,Garbí,"4,6"
3071,Venta de Ulzama,"4,3"
3072,La Mundana,"4,5"
3073,Smoix,"4,5"
3074,Los Fueros,"4,5"
3075,El Chaleco,"4,4"
3076,Las Musas,"4,4"
3077,Mirko Carturan Cuiner,"4,6"
3078,Consolación,"4,5"
3079,Cami·Vell,"4,7"
3080,El Secreto de Chimiche,"4,7"
3081,Napicol,"4,4"
3082,La Rebotica,"4,6"
3083,Muiño,"4,0"
3084,La Taberna de Cuatro Caminos,"4,7"
3085,La Maruca - Castellana,"4,2"
3086,Casa Chesmy,"4,7"
3087,El Risco,"4,2"
3088,acebuche,"4,7"
3089,La Cartería,"4,2"
3090,Casa Chongastán,"4,8"
3091,Carmen,"4,6"
3092,La MaMá,"4,7"
3093,La Xarxa,"4,6"
3094,Coscolo,"4,6"
3095,La Cosmo,"4,5"
3096,Donamaria'ko Benta,"4,7"
3097,Noi,"4,7"
3098,Alberca,"4,6"
3099,Bis Bistró,"4,1"
3100,Mengano,"4,3"
3101,La Alacena Trattoria,"4,4"
3102,Anafe,"4,2"
3103,Reliquia,"4,6"
3104,República del Fuego,"4,7"
3105,Snatch,"4,6"
3106,Milda,"4,4"
3107,Nam Heong Chicken Rice,"3,7"
3108,My Own Café,"4,6"
3109,Ghee Lian,"4,5"
3110,Heun Kee Claypot Chicken Rice (Pudu),"4,1"
3111,Anak Baba,"3,9"
3112,Tho Yuen,"3,9"
3113,Penang Road Famous Laksa,"4,4"
3114,Neighbourwood,"4,5"
3115,Wong Mei Kee,"3,9"
3116,Dancing Fish,"4,4"
3117,Ah Hei Bak Kut Teh,"4,3"
3118,Teksen,"4,5"
3119,Bibik's Kitchen,"4,4"
3120,Ming Qing Charcoal Duck Egg Char Koay Teow,"3,9"
3121,Ah Boy Koay Teow Th'ng,"4,1"
3122,Sao Nam,"4,4"
3123,Hing Kee Bakuteh (Jalan Kepong),"4,1"
3124,Communal Table by Gēn,"4,3"
3125,Green House Prawn Mee & Loh Mee,"3,9"
3126,Wan Dao Tou Assam Laksa,"4,2"
3127,Congkak (Bukit Bintang),"4,1"
3128,Siam Road Char Koay Teow,"4,2"
3129,Sister Yao’s Char Koay Kak,"4,4"
3130,Bridge Street Prawn Noodle,"4,1"
3131,Moh Teng Pheow Nyonya Koay,"4,1"
3132,Ivy's Nyonya Cuisine,"4,3"
3133,Hor Poh Cuisine,"4,3"
3134,Hot Bowl White Curry Mee,"4,1"
3135,Rasa Rasa,"4,6"
3136,BM Cathay Pancake,"4,4"
3137,Aliyaa,"4,4"
3138,Duck Blood Curry Mee,"4,0"
3139,Polux,"4,6"
3140,YongFu Mini (Pudong),"4,8"
3141,Chun,"4,4"
3142,The Lakeside Veggie,"5,0"
3143,Hao Sheng,"4,5"
3144,Da Hu Chun (Middle Sichuan Road),"4,3"
3145,Gong De Lin (Huangpu),"3,8"
3146,Lu Bo Lang,"4,0"
3147,Lan Xin (Jinxian Road),"4,2"
3148,Mao Long,"2,9"
3149,Estrò,"4,4"
3150,Dalla Rosa Alda,"4,5"
3151,Osteria Borsò Gambrinus,"4,4"
3152,L'Acino,"4,6"
3153,Salotto sul Mare,"3,7"
3154,Osteria Ophis,"4,7"
3155,Al Bersagliere,"4,4"
3156,Antica Trattoria Gianna,"4,7"
3157,Antica Locanda al Cervo - Landgasthof zum Hirschen,"4,6"
3158,Antica Trattoria La Toppa,"4,5"
3159,Dalla Libera,"4,6"
3160,Sa Mandra,"4,8"
3161,Locanda del Capitano & Tipico Osteria,"4,5"
3162,Trattoria alla Ruota,"4,6"
3163,Da Burde,"4,3"
3164,La Cuccagna,"4,5"
3165,Al Vecchio Faggio,"4,4"
3166,Il Sogno,"4,5"
3167,Trattoria da Paeto,"4,5"
3168,Osteria Piazzetta Cattedrale,"4,5"
3169,Veneziano,"4,3"
3170,La Brinca,"4,7"
3171,Trattoria Lanzagallo,"4,3"
3172,Podere San Faustino,"4,6"
3173,Borgo Spoltino,"4,6"
3174,Osteria La Torre,"4,5"
3175,Osteria Zanchetti,"4,7"
3176,Osteria La Solita Zuppa,"4,6"
3177,U.P.E.P.I.D.D.E.,"4,3"
3178,Contesto Alimentare,"4,4"
3179,Lerchner's In Runggen,"4,7"
3180,Il Sottomarino,"4,6"
3181,Da Giocondo,"4,6"
3182,Serendib,"4,4"
3183,La Locanda del Colonnello,"4,3"
3184,Locanda Pincelli,"4,6"
3185,Rosmarino,"4,4"
3186,Trattoria Pomposa - Al Re gras,"4,0"
3187,Cile's,"4,5"
3188,Romanè,"4,4"
3189,L'Osteria della Trippa,"4,4"
3190,L'Ortone,"4,5"
3191,La Locanda Gesù Vecchio,"4,7"
3192,Osteria del Miglio 2.10,"4,7"
3193,53 Untitled,"4,8"
3194,Buca 18,"4,6"
3195,Antica Trattoria Cattivelli,"4,6"
3196,Buatta Cucina Popolana,"4,2"
3197,Andrea - Sapori Montani,"4,6"
3198,Burro & Alici,"4,3"
3199,Osteria Madonnetta,"4,7"
3200,Il Ciabot,"4,6"
3201,Taverna dei Caldora,"4,5"
3202,Vecchia Lama,"4,5"
3203,Taverna del Grappolo Blu,"4,3"
3204,Osteria Storica Morelli,"4,4"
3205,La Dispensa di Armatore,"4,5"
3206,L'Oste Dispensa,"4,5"
3207,Osteria del Gallo e della Volpe,"4,5"
3208,Italia,"4,6"
